label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
tig04;Leonardo;Leonardo;Tim;Leocadio;Leocadio;Dolph;Dolph;Bengalo;Leonardo;阿彪;阿彪;ヒョウタ;범호;Леонардо
tig05;Claudia;Claudia;Lilly;Lilu;Lilu;Vanina;Vanina;Lilla;Claudia;马丽莲;馬麗蓮;マリリン;신디;Клаудия
tig06;Bianca;Bianca;Bettina;Bianca;Bianca;Noémie;Noémie;Grattina;Bianca;小雪;小雪;コユキ;백희;Бьянка
wol00;Chief;Chief;Sascha;Zoilo;Zoilo;Chef;Chef;Artiglio;Chief;施傅;施傅;チーフ;대장;Чиф
wol01;Lobo;Lobo;Lupo;Lupo;Lupo;Lobo;Lobo;Lupen;Lobo;潘奇隆;潘奇隆;ブンジロウ;늑태;Лобо
wol02;Wolfgang;Wolfgang;Weber;Wolfi;Wolfi;Wolfgang;Wolfgang;Wolfgang;Wolfgang;罗博;羅博;ロボ;로보;Вольфи
wol03;Whitney;Whitney;Lupa;Lupe;Lupe;Blanche;Blanche;Bianca;Whitney;毕安卡;畢安卡;ビアンカ;비앙카;Уитни
wol04;Dobie;Dobie;Sigmund;Germán;Germán;Loupiot;Loupiot;Sigmund;Dobie;阿研;阿研;けん;켄;Доби
wol05;Freya;Freya;Freya;Lupita;Lupita;Luppa;Luppa;Freya;Freya;冰冰;冰冰;ツンドラ;산드라;Фрея
wol06;Fang;Fang;Grimm;Colmillo;Colmillo;Pierrot;Pierrot;Zanna;Fang;史培亚;史培亞;シベリア;시베리아;Фанг
wol08;Vivian;Vivian;Viviane;Viviana;Viviana;Viviane;Viviane;Viviana;Vivian;范妮沙;范妮莎;ヴァネッサ;바네사;Вивьен
wol09;Skye;Skye;Sabine;Alderia;Alderia;Marilou;Marilou;Lupilla;Skye;百合;百合;リリィ;릴리;Скай
wol10;Kyle;Kyle;Wolfgang;Ataúlfo;Ataúlfo;Gary;Gary;Ululo;Kyle;李可;李可;リカルド;리카르도;Кайл
wol12;Audie;Audie;Katharina;Mónica;Mónica;Monica;Monica;Lupilia;Audie;莫妮卡;莫妮卡;モニカ;모니카;Оди
