label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
00254;beige wooden door;beige wooden door;Beige-Holztür;puerta de madera beis;puerta de madera beige;porte en bois beige;porte en bois beige;porta di legno beige;beige houten deur;米色积木门;米色木門;ベージュのきぐみのドア;베이지색 목제 문;бежев. деревянная дверь
00255;white wooden door;white wooden door;Weiß-Holztür;puerta de madera blanca;puerta de madera blanca;porte en bois blanche;porte en bois blanche;porta di legno bianca;witte houten deur;白色积木门;白色木門;しろいきぐみのドア;하얀색 목제 문;белая деревянная дверь
00256;maple wooden door;maple wooden door;Ahorn-Holztür;puerta de madera marrón;puerta de madera marrón;porte en bois d'érable;porte en bois d'érable;porta di legno d'acero;esdoornhouten deur;枫叶色积木门;楓葉色木門;メープルなきぐみのドア;메이플 목제 문;кленов. деревянная дверь
00257;red wooden door;red wooden door;Rot-Holztür;puerta de madera roja;puerta de madera roja;porte en bois rouge;porte en bois rouge;porta di legno rossa;rode houten deur;红色积木门;紅色木門;あかいきぐみのドア;빨간색 목제 문;красн. деревянная дверь
00258;green wooden door;green wooden door;Grün-Holztür;puerta de madera verde;puerta de madera verde;porte en bois verte;porte en bois verte;porta di legno verde;groene houten deur;绿色积木门;綠色木門;みどりのきぐみのドア;초록색 목제 문;зелен. деревянная дверь
00259;blue wooden door;blue wooden door;Blau-Holztür;puerta de madera azul;puerta de madera azul;porte en bois bleue;porte en bois bleue;porta di legno blu;blauwe houten deur;蓝色积木门;藍色木門;あおいきぐみのドア;파란색 목제 문;синяя деревянная дверь
00260;gray wooden door;gray wooden door;Grau-Holztür;puerta de madera gris;puerta de madera gris;porte en bois grise;porte en bois bleu-gris;porta di legno grigia;grijze houten deur;灰色积木门;灰色木門;グレーなきぐみのドア;회색 목제 문;серая деревянная дверь
00261;beige wooden door;beige wooden door;Beige-Holztür;puerta de madera beis;puerta de madera beige;porte en bois beige;porte en bois beige;porta di legno beige;beige houten deur;米色积木门;米色木門;ベージュのきぐみのドア;베이지색 목제 문;бежев. деревянная дверь
00262;white wooden door;white wooden door;Weiß-Holztür;puerta de madera blanca;puerta de madera blanca;porte en bois blanche;porte en bois blanche;porta di legno bianca;witte houten deur;白色积木门;白色木門;しろいきぐみのドア;하얀색 목제 문;белая деревянная дверь
00263;green-apple common door;green-apple common door;Apfelgrün-Feldertür;puerta con molduras lima;puerta con molduras verdes;porte ordinaire vert pomme;porte ordinaire vert pomme;porta comune mela;lichtgroene paneeldeur;黄绿色常见门;黃綠色常見門;きみどりのよくあるドア;연두색 평범한 문;желто-зеленая дверь
00264;green-apple common door;green-apple common door;Apfelgrün-Feldertür;puerta con molduras lima;puerta con molduras verdes;porte ordinaire vert pomme;porte ordinaire vert pomme;porta comune mela;lichtgroene paneeldeur;黄绿色常见门;黃綠色常見門;きみどりのよくあるドア;연두색 평범한 문;желто-зеленая дверь
00265;purple common door;purple common door;Lila-Feldertür;puerta con molduras lila;puerta molduras morada;porte ordinaire violette;porte ordinaire mauve;porta comune viola;paarse paneeldeur;紫色常见门;紫色常見門;むらさきのよくあるドア;보라색 평범한 문;фиолетовая дверь
00266;purple common door;purple common door;Lila-Feldertür;puerta con molduras lila;puerta molduras morada;porte ordinaire violette;porte ordinaire mauve;porta comune viola;paarse paneeldeur;紫色常见门;紫色常見門;むらさきのよくあるドア;보라색 평범한 문;фиолетовая дверь
00267;yellow fancy door;yellow fancy door;Gelb-Designtür;puerta elegante naranja;puerta elegante naranja;porte luxueuse jaune;porte luxueuse jaune;porta elegante gialla;gele luxe deur;黄色浮雕门;黃色浮雕門;イエローリッチなドア;옐로 고급스러운 문;желтая стильная дверь
00268;yellow fancy door;yellow fancy door;Gelb-Designtür;puerta elegante naranja;puerta elegante naranja;porte luxueuse jaune;porte luxueuse jaune;porta elegante gialla;gele luxe deur;黄色浮雕门;黃色浮雕門;イエローリッチなドア;옐로 고급스러운 문;желтая стильная дверь
00269;pink basic door;pink basic door;Rosa-Standardtür;puerta círculo rosa;puerta círculo rosa;porte à hublot rose;porte à hublot rose;porta cerchio rosa;roze standaarddeur;粉红色圆窗木门;粉紅色圓窗木門;ピンクなまるまどのドア;핑크색 둥근 창문이 달린 문;розовая типовая дверь
00270;pink basic door;pink basic door;Rosa-Standardtür;puerta círculo rosa;puerta círculo rosa;porte à hublot rose;porte à hublot rose;porta cerchio rosa;roze standaarddeur;粉红色圆窗木门;粉紅色圓窗木門;ピンクなまるまどのドア;핑크색 둥근 창문이 달린 문;розовая типовая дверь
00271;green-apple basic door;green-apple basic door;Apfelgrün-Standardtür;puerta círculo lima;puerta círculo verde;porte à hublot vert pomme;porte à hublot vert pomme;porta cerchio mela;lichtgroene standaarddeur;黄绿色圆窗木门;黃綠色圓窗木門;きみどりのまるまどのドア;연두색 둥근 창문이 달린 문;желт.-зел. типовая дверь
00272;green-apple basic door;green-apple basic door;Apfelgrün-Standardtür;puerta círculo lima;puerta círculo verde;porte à hublot vert pomme;porte à hublot vert pomme;porta cerchio mela;lichtgroene standaarddeur;黄绿色圆窗木门;黃綠色圓窗木門;きみどりのまるまどのドア;연두색 둥근 창문이 달린 문;желт.-зел. типовая дверь
00273;purple vertical-panes door;purple vertical-panes door;Lila-Langfenstertür;puerta con vidriera lila;puerta con vidrio morada;porte vitrée violette;porte vitrée mauve;porta vetri verticali viola;paarse raampaneeldeur;紫色长窗木门;紫色長窗木門;むらさきのたてながまどのドア;보라색 긴 창문이 달린 문;фиолет. дверь с панелями
00274;purple vertical-panes door;purple vertical-panes door;Lila-Langfenstertür;puerta con vidriera lila;puerta con vidrio morada;porte vitrée violette;porte vitrée mauve;porta vetri verticali viola;paarse raampaneeldeur;紫色长窗木门;紫色長窗木門;むらさきのたてながまどのドア;보라색 긴 창문이 달린 문;фиолет. дверь с панелями
00275;cyan vertical-panes door;cyan vertical-panes door;Türkis-Langfenstertür;puerta con vidriera cian;puerta con vidrio cian;porte vitrée bleu-vert;porte vitrée bleu-vert;porta vetri verticali ciano;turquoise raampaneeldeur;青绿色长窗木门;黃綠色長窗木門;きみどりのたてながまどのドア;연두색 긴 창문이 달린 문;син.-зел. дверь (панели)
00276;cyan vertical-panes door;cyan vertical-panes door;Türkis-Langfenstertür;puerta con vidriera cian;puerta con vidrio cian;porte vitrée bleu-vert;porte vitrée bleu-vert;porta vetri verticali ciano;turquoise raampaneeldeur;青绿色长窗木门;黃綠色長窗木門;きみどりのたてながまどのドア;연두색 긴 창문이 달린 문;син.-зел. дверь (панели)
00277;pink windowed door;pink windowed door;Rosa-Fenstertür;puerta clásica rosa;puerta clásica rosa;porte à fenêtre rose;porte à fenêtre rose;porta con finestra rosa;roze deur met raampje;粉红色有窗木门;粉紅色有窗木門;ピンクなまどつきのドア;핑크색 창문이 달린 문;розовая дверь с окном
00278;pink windowed door;pink windowed door;Rosa-Fenstertür;puerta clásica rosa;puerta clásica rosa;porte à fenêtre rose;porte à fenêtre rose;porta con finestra rosa;roze deur met raampje;粉红色有窗木门;粉紅色有窗木門;ピンクなまどつきのドア;핑크색 창문이 달린 문;розовая дверь с окном
00279;purple windowed door;purple windowed door;Lila-Fenstertür;puerta clásica lila;puerta clásica morada;porte à fenêtre violette;porte à fenêtre mauve;porta con finestra viola;paarse deur met raampje;紫色有窗木门;紫色有窗木門;むらさきのまどつきのドア;보라색 창문이 달린 문;фиолет. дверь с окном
00280;purple windowed door;purple windowed door;Lila-Fenstertür;puerta clásica lila;puerta clásica morada;porte à fenêtre violette;porte à fenêtre mauve;porta con finestra viola;paarse deur met raampje;紫色有窗木门;紫色有窗木門;むらさきのまどつきのドア;보라색 창문이 달린 문;фиолет. дверь с окном
00281;pink wooden door;pink wooden door;Rosa-Holztür;puerta de madera rosa;puerta de madera rosa;porte en bois rose;porte en bois rose;porta di legno rosa;roze houten deur;粉红色积木门;粉紅色木門;ピンクなきぐみのドア;핑크색 목제 문;розов. деревянная дверь
00282;pink wooden door;pink wooden door;Rosa-Holztür;puerta de madera rosa;puerta de madera rosa;porte en bois rose;porte en bois rose;porta di legno rosa;roze houten deur;粉红色积木门;粉紅色木門;ピンクなきぐみのドア;핑크색 목제 문;розов. деревянная дверь
00283;purple wooden door;purple wooden door;Lila-Holztür;puerta de madera lila;puerta de madera morada;porte en bois violette;porte en bois mauve;porta di legno viola;paarse houten deur;紫色积木门;紫色木門;むらさきのきぐみのドア;보라색 목제 문;фиолет. деревянная дверь
00284;purple wooden door;purple wooden door;Lila-Holztür;puerta de madera lila;puerta de madera morada;porte en bois violette;porte en bois mauve;porta di legno viola;paarse houten deur;紫色积木门;紫色木門;むらさきのきぐみのドア;보라색 목제 문;фиолет. деревянная дверь
00285;pale-purple rustic door;pale-purple rustic door;Blasslila-Rustikaltür;puerta rústica violeta;puerta rústica morada;porte rustique mauve;porte rustique mauve;porta grezza viola chiaro;lichtpaarse rustieke deur;淡紫色朴素门;淡紫色樸素門;うすむらさきのそぼくなドア;연보라색 소박한 문;сиреневая простая дверь
00286;pale-purple rustic door;pale-purple rustic door;Blasslila-Rustikaltür;puerta rústica violeta;puerta rústica morada;porte rustique mauve;porte rustique mauve;porta grezza viola chiaro;lichtpaarse rustieke deur;淡紫色朴素门;淡紫色樸素門;うすむらさきのそぼくなドア;연보라색 소박한 문;сиреневая простая дверь
00287;green rustic door;green rustic door;Grün-Rustikaltür;puerta rústica verde;puerta rústica verde;porte rustique verte;porte rustique verte;porta grezza verde;groene rustieke deur;绿色朴素门;綠色樸素門;みどりのそぼくなドア;초록색 소박한 문;зеленая простая дверь
00288;green rustic door;green rustic door;Grün-Rustikaltür;puerta rústica verde;puerta rústica verde;porte rustique verte;porte rustique verte;porta grezza verde;groene rustieke deur;绿色朴素门;綠色樸素門;みどりのそぼくなドア;초록색 소박한 문;зеленая простая дверь
00289;red iron grill door;red iron grill door;Rot-Gitterdekotür;puerta con forjado roja;puerta con forjado roja;porte à grille rouge;porte à grille rouge;porta con grata rossa;rode deur met traliewerk;红色铸铁窗花门;紅色鑄鐵窗花門;あかいアイアングリルなドア;빨간색 아이언 그릴 문;красная дверь с ковкой
00290;red iron grill door;red iron grill door;Rot-Gitterdekotür;puerta con forjado roja;puerta con forjado roja;porte à grille rouge;porte à grille rouge;porta con grata rossa;rode deur met traliewerk;红色铸铁窗花门;紅色鑄鐵窗花門;あかいアイアングリルなドア;빨간색 아이언 그릴 문;красная дверь с ковкой
00291;purple iron grill door;purple iron grill door;Lila-Gitterdekotür;puerta con forjado lila;puerta con forjado morada;porte à grille violette;porte à grille mauve;porta con grata viola;paarse deur met traliewerk;紫色铸铁窗花门;紫色鑄鐵窗花門;むらさきのアイアングリルなドア;보라색 아이언 그릴 문;фиолетов. дверь с ковкой
00292;purple iron grill door;purple iron grill door;Lila-Gitterdekotür;puerta con forjado lila;puerta con forjado morada;porte à grille violette;porte à grille mauve;porta con grata viola;paarse deur met traliewerk;紫色铸铁窗花门;紫色鑄鐵窗花門;むらさきのアイアングリルなドア;보라색 아이언 그릴 문;фиолетов. дверь с ковкой
